id,verdict,group,title,model,target,source,line,original,report,reason,proposed_action
FINDING-01001,false-positives,zero-duration-ramp,A zero-duration ramp is a supported step,Modelica.Electrical.Analog.Examples.ShowVariableResistor,Ramp1.duration,Blocks/Sources.mo,247,FINDING-01001-showvariableresistor-ramp1-duration.md,false-positives/FINDING-01001.md,"The declaration explicitly says duration=0 gives a Step. Division by duration occurs only after time>=startTime and while time<startTime+duration. For duration=0 those conditions cannot both hold, so that branch is unreachable. The independent Ramp control also runs at zero. A Rumoca projection failure for a step is not evidence of a reachable division in this source.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01002,false-positives,zero-inductor,Zero inductance is an explicitly supported algebraic limit,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,L.L,Electrical/Analog/Basic/Inductor.mo,4,FINDING-01002-simpletriaccircuit-l-l.md,false-positives/FINDING-01002.md,"The library documentation explicitly says L may be positive or zero, and the constitutive equation is L*der(i)=v rather than an unconditional division by L. At L=0 the element becomes the algebraic ideal-short constraint v=0. A translator or post-translation state representation that divides by L cannot be used to prove the source declaration wrong; connected topologies and fixed starts may still be inconsistent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01003,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor.Ron,Electrical/Analog/Semiconductors/Thyristor.mo,38,FINDING-01003-simpletriaccircuit-simpletriac-thyristor-ron.md,unresolved/FINDING-01003.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01004,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor.Roff,Electrical/Analog/Semiconductors/Thyristor.mo,40,FINDING-01004-simpletriaccircuit-simpletriac-thyristor-roff.md,unresolved/FINDING-01004.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01005,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor1.Ron,Electrical/Analog/Semiconductors/Thyristor.mo,38,FINDING-01005-simpletriaccircuit-simpletriac-thyristor1-ron.md,unresolved/FINDING-01005.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01006,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor1.Roff,Electrical/Analog/Semiconductors/Thyristor.mo,40,FINDING-01006-simpletriaccircuit-simpletriac-thyristor1-roff.md,unresolved/FINDING-01006.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01007,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.idealDiode.Ron,Electrical/Analog/Interfaces/IdealSemiconductor.mo,4,FINDING-01007-simpletriaccircuit-simpletriac-idealdiode-ron.md,false-positives/FINDING-01007.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01008,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.idealDiode.Goff,Electrical/Analog/Interfaces/IdealSemiconductor.mo,6,FINDING-01008-simpletriaccircuit-simpletriac-idealdiode-goff.md,false-positives/FINDING-01008.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01009,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.idealDiode1.Ron,Electrical/Analog/Interfaces/IdealSemiconductor.mo,4,FINDING-01009-simpletriaccircuit-simpletriac-idealdiode1-ron.md,false-positives/FINDING-01009.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01010,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.idealDiode1.Goff,Electrical/Analog/Interfaces/IdealSemiconductor.mo,6,FINDING-01010-simpletriaccircuit-simpletriac-idealdiode1-goff.md,false-positives/FINDING-01010.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01011,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.IGT,Electrical/Analog/Semiconductors/SimpleTriac.mo,13,FINDING-01011-simpletriaccircuit-simpletriac-igt.md,unresolved/FINDING-01011.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01012,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.VGT,Electrical/Analog/Semiconductors/SimpleTriac.mo,12,FINDING-01012-simpletriaccircuit-simpletriac-vgt.md,unresolved/FINDING-01012.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01013,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.TON,Electrical/Analog/Semiconductors/SimpleTriac.mo,15,FINDING-01013-simpletriaccircuit-simpletriac-ton.md,unresolved/FINDING-01013.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01014,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.TOFF,Electrical/Analog/Semiconductors/SimpleTriac.mo,16,FINDING-01014-simpletriaccircuit-simpletriac-toff.md,unresolved/FINDING-01014.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01015,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor.VDRM,Electrical/Analog/Semiconductors/Thyristor.mo,3,FINDING-01015-simpletriaccircuit-simpletriac-thyristor-vdrm.md,unresolved/FINDING-01015.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01016,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.VTM,Electrical/Analog/Semiconductors/SimpleTriac.mo,8,FINDING-01016-simpletriaccircuit-simpletriac-vtm.md,unresolved/FINDING-01016.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01017,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.IH,Electrical/Analog/Semiconductors/SimpleTriac.mo,9,FINDING-01017-simpletriaccircuit-simpletriac-ih.md,unresolved/FINDING-01017.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01018,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.Nbv,Electrical/Analog/Semiconductors/SimpleTriac.mo,19,FINDING-01018-simpletriaccircuit-simpletriac-nbv.md,unresolved/FINDING-01018.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01019,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.Vt,Electrical/Analog/Semiconductors/SimpleTriac.mo,17,FINDING-01019-simpletriaccircuit-simpletriac-vt.md,unresolved/FINDING-01019.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01020,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.ITM,Electrical/Analog/Semiconductors/SimpleTriac.mo,10,FINDING-01020-simpletriaccircuit-simpletriac-itm.md,unresolved/FINDING-01020.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01021,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor.Von,Electrical/Analog/Semiconductors/Thyristor.mo,36,FINDING-01021-simpletriaccircuit-simpletriac-thyristor-von.md,unresolved/FINDING-01021.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01022,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor.Voff,Electrical/Analog/Semiconductors/Thyristor.mo,37,FINDING-01022-simpletriaccircuit-simpletriac-thyristor-voff.md,unresolved/FINDING-01022.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01023,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor1.VDRM,Electrical/Analog/Semiconductors/Thyristor.mo,3,FINDING-01023-simpletriaccircuit-simpletriac-thyristor1-vdrm.md,unresolved/FINDING-01023.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01024,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor1.Von,Electrical/Analog/Semiconductors/Thyristor.mo,36,FINDING-01024-simpletriaccircuit-simpletriac-thyristor1-von.md,unresolved/FINDING-01024.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01025,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,simpleTriac.thyristor1.Voff,Electrical/Analog/Semiconductors/Thyristor.mo,37,FINDING-01025-simpletriaccircuit-simpletriac-thyristor1-voff.md,unresolved/FINDING-01025.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01026,false-positives,zero-trapezoid-edge,Zero trapezoid edge duration is handled by branch reachability,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,trapezoidCurrent.signalSource.rising,Blocks/Sources.mo,894,FINDING-01026-simpletriaccircuit-trapezoidcurrent-signalsource-rising.md,false-positives/FINDING-01026.md,rising and falling explicitly have min=0. The division by rising is inside time<T_start+T_rising; when rising=0 that interval is empty. The falling division is similarly confined to an empty interval when falling=0. Zero therefore produces an instantaneous edge rather than a reachable divide-by-zero.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01027,false-positives,zero-trapezoid-edge,Zero trapezoid edge duration is handled by branch reachability,Modelica.Electrical.Analog.Examples.SimpleTriacCircuit,trapezoidCurrent.signalSource.falling,Blocks/Sources.mo,898,FINDING-01027-simpletriaccircuit-trapezoidcurrent-signalsource-falling.md,false-positives/FINDING-01027.md,rising and falling explicitly have min=0. The division by rising is inside time<T_start+T_rising; when rising=0 that interval is empty. The falling division is similarly confined to an empty interval when falling=0. Zero therefore produces an instantaneous edge rather than a reachable divide-by-zero.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01028,false-positives,zero-inductor,Zero inductance is an explicitly supported algebraic limit,Modelica.Electrical.Analog.Examples.SwitchWithArc,inductor1.L,Electrical/Analog/Basic/Inductor.mo,4,FINDING-01028-switchwitharc-inductor1-l.md,false-positives/FINDING-01028.md,"The library documentation explicitly says L may be positive or zero, and the constitutive equation is L*der(i)=v rather than an unconditional division by L. At L=0 the element becomes the algebraic ideal-short constraint v=0. A translator or post-translation state representation that divides by L cannot be used to prove the source declaration wrong; connected topologies and fixed starts may still be inconsistent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01029,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SwitchWithArc,switch1.Ron,Electrical/Analog/Interfaces/IdealSwitch.mo,4,FINDING-01029-switchwitharc-switch1-ron.md,false-positives/FINDING-01029.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01030,false-positives,ideal-zero,Zero on-resistance/off-conductance is an intended ideal limit,Modelica.Electrical.Analog.Examples.SwitchWithArc,switch1.Goff,Electrical/Analog/Interfaces/IdealSwitch.mo,6,FINDING-01030-switchwitharc-switch1-goff.md,false-positives/FINDING-01030.md,The scalar ideal component explicitly permits Ron=0 and Goff=0 and uses switching equations that do not unconditionally divide by either. Polyphase declarations use vector nonnegative bounds and delegate to those scalar components. The documentation warns that some connected circuits are singular: that is not evidence that every component must have strictly positive values. The reported blanket positivity/missing-bound claim is false.,Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01031,false-positives,zero-inductor,Zero inductance is an explicitly supported algebraic limit,Modelica.Electrical.Analog.Examples.SwitchWithArc,inductor2.L,Electrical/Analog/Basic/Inductor.mo,4,FINDING-01031-switchwitharc-inductor2-l.md,false-positives/FINDING-01031.md,"The library documentation explicitly says L may be positive or zero, and the constitutive equation is L*der(i)=v rather than an unconditional division by L. At L=0 the element becomes the algebraic ideal-short constraint v=0. A translator or post-translation state representation that divides by L cannot be used to prove the source declaration wrong; connected topologies and fixed starts may still be inconsistent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01032,false-positives,ideal-arc-switch-zero,Arc-switch resistance/conductance are multiplicative ideal limits,Modelica.Electrical.Analog.Examples.SwitchWithArc,switch2.Ron,Electrical/Analog/Interfaces/IdealSwitchWithArc.mo,4,FINDING-01032-switchwitharc-switch2-ron.md,false-positives/FINDING-01032.md,"The quenched off-state is i=Goff*v and the closed state is v=Ron*i; neither parameter is divided. Ron=0 is the ideal closed switch and Goff=0 the ideal open switch, consistent with the base ideal-switch family. A particular connected circuit can still become structurally singular.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01033,false-positives,ideal-arc-switch-zero,Arc-switch resistance/conductance are multiplicative ideal limits,Modelica.Electrical.Analog.Examples.SwitchWithArc,switch2.Goff,Electrical/Analog/Interfaces/IdealSwitchWithArc.mo,5,FINDING-01033-switchwitharc-switch2-goff.md,false-positives/FINDING-01033.md,"The quenched off-state is i=Goff*v and the closed state is v=Ron*i; neither parameter is divided. Ron=0 is the ideal closed switch and Goff=0 the ideal open switch, consistent with the base ideal-switch family. A particular connected circuit can still become structurally singular.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01034,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,thyristor_v4_1.Ron,Electrical/Analog/Semiconductors/Thyristor.mo,38,FINDING-01034-thyristorbehaviourtest-thyristor-v4-1-ron.md,unresolved/FINDING-01034.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01035,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,thyristor_v4_1.Roff,Electrical/Analog/Semiconductors/Thyristor.mo,40,FINDING-01035-thyristorbehaviourtest-thyristor-v4-1-roff.md,unresolved/FINDING-01035.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01036,false-positives,zero-inductor,Zero inductance is an explicitly supported algebraic limit,Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,inductor.L,Electrical/Analog/Basic/Inductor.mo,4,FINDING-01036-thyristorbehaviourtest-inductor-l.md,false-positives/FINDING-01036.md,"The library documentation explicitly says L may be positive or zero, and the constitutive equation is L*der(i)=v rather than an unconditional division by L. At L=0 the element becomes the algebraic ideal-short constraint v=0. A translator or post-translation state representation that divides by L cannot be used to prove the source declaration wrong; connected topologies and fixed starts may still be inconsistent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
FINDING-01037,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,thyristor_v4_1.IGT,Electrical/Analog/Semiconductors/Thyristor.mo,13,FINDING-01037-thyristorbehaviourtest-thyristor-v4-1-igt.md,unresolved/FINDING-01037.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
FINDING-01038,unresolved,baseline-blocked,Not yet established as a bug or a false positive,Modelica.Electrical.Analog.Examples.ThyristorBehaviourTest,thyristor_v4_1.VGT,Electrical/Analog/Semiconductors/Thyristor.mo,12,FINDING-01038-thyristorbehaviourtest-thyristor-v4-1-vgt.md,unresolved/FINDING-01038.md,"The current Rumoca nominal run is tool-error, before any reported perturbation. This prevents causal attribution to this parameter. Source metadata was recovered, but none of the reviewed source proofs or counterexamples establishes this particular claim. A baseline failure/tool limitation is neither confirmation nor a false positive.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
